athlete_id,school_slug,name_slug,gender,region,tfrrs_url
8339841,Tennessee,T&#39;Mars_McCallum,m,east,https://www.tfrrs.org/athletes/8339841/Tennessee/T&#39;Mars_McCallum
9253401,Connecticut,Medwin_Odamtten,m,east,https://www.tfrrs.org/athletes/9253401/Connecticut/Medwin_Odamtten
9007490,Ohio_State,Dominic__Calhoun,m,east,https://www.tfrrs.org/athletes/9007490/Ohio_State/Dominic__Calhoun
8698789,South_Florida,Cayden_Broadnax,m,east,https://www.tfrrs.org/athletes/8698789/South_Florida/Cayden_Broadnax
8333592,Kennesaw_State,Chance_Cross,m,east,https://www.tfrrs.org/athletes/8333592/Kennesaw_State/Chance_Cross
8691239,Louisiana_Tech,Carl_Murray_IV,m,east,https://www.tfrrs.org/athletes/8691239/Louisiana_Tech/Carl_Murray_IV
8998798,East_Carolina,Rashun_Fountain,m,east,https://www.tfrrs.org/athletes/8998798/East_Carolina/Rashun_Fountain
8705492,Auburn,Mekhi_Dupree,m,east,https://www.tfrrs.org/athletes/8705492/Auburn/Mekhi_Dupree
8290396,St_Peters,Cashieve_Blair,m,east,https://www.tfrrs.org/athletes/8290396/St_Peters/Cashieve_Blair
8705546,Ohio_State,Nick_Biega,m,east,https://www.tfrrs.org/athletes/8705546/Ohio_State/Nick_Biega
9263304,Georgia,Jonathan_Simms,m,east,https://www.tfrrs.org/athletes/9263304/Georgia/Jonathan_Simms
9000363,LSU,Jeremiah_Walker,m,east,https://www.tfrrs.org/athletes/9000363/LSU/Jeremiah_Walker
8319608,Bethune_Cookman,Shanard_Walker,m,east,https://www.tfrrs.org/athletes/8319608/Bethune_Cookman/Shanard_Walker
8016458,Alabama,Tarsis_Orogot,m,east,https://www.tfrrs.org/athletes/8016458/Alabama/Tarsis_Orogot
8705549,Ohio_State,Braxton_Brann,m,east,https://www.tfrrs.org/athletes/8705549/Ohio_State/Braxton_Brann
8709986,Florida,Wanya_McCoy,m,east,https://www.tfrrs.org/athletes/8709986/Florida/Wanya_McCoy
8807409,Purdue,Samuel__Vessat,m,east,https://www.tfrrs.org/athletes/8807409/Purdue/Samuel__Vessat
8691776,Alabama,Samuel_Ogazi,m,east,https://www.tfrrs.org/athletes/8691776/Alabama/Samuel_Ogazi
8974704,Michigan,Jake_Machiniak,m,east,https://www.tfrrs.org/athletes/8974704/Michigan/Jake_Machiniak
8321052,Miami_FL,George_Franks,m,east,https://www.tfrrs.org/athletes/8321052/Miami_FL/George_Franks
8975222,Norfolk_State,Kendrick__Winfield,m,east,https://www.tfrrs.org/athletes/8975222/Norfolk_State/Kendrick__Winfield
9012106,Florida,Justin_Braun,m,east,https://www.tfrrs.org/athletes/9012106/Florida/Justin_Braun
9244850,Alabama,Alpha_Balde,m,east,https://www.tfrrs.org/athletes/9244850/Alabama/Alpha_Balde
8296433,N_Carolina_AT,Jalen_Booth-Mitchell,m,east,https://www.tfrrs.org/athletes/8296433/N_Carolina_AT/Jalen_Booth-Mitchell
9067408,Maryland,Roman_Spikes,m,east,https://www.tfrrs.org/athletes/9067408/Maryland/Roman_Spikes
8987108,Cincinnati,Ethan_Long,m,east,https://www.tfrrs.org/athletes/8987108/Cincinnati/Ethan_Long
8329050,Princeton,Joey_Gant,m,east,https://www.tfrrs.org/athletes/8329050/Princeton/Joey_Gant
7995669,New_Orleans,Keldrick_Turner,m,east,https://www.tfrrs.org/athletes/7995669/New_Orleans/Keldrick_Turner
8258409,Louisiana_Tech,Karo_Oghomi,m,east,https://www.tfrrs.org/athletes/8258409/Louisiana_Tech/Karo_Oghomi
8709994,Auburn,Ja&#39;Kobe_Tharp,m,east,https://www.tfrrs.org/athletes/8709994/Auburn/Ja&#39;Kobe_Tharp
9007349,Louisiana_Lafayette,Mark__Daley,m,east,https://www.tfrrs.org/athletes/9007349/Louisiana_Lafayette/Mark__Daley
8696087,N_Carolina_AT,Jordan__Ware,m,east,https://www.tfrrs.org/athletes/8696087/N_Carolina_AT/Jordan__Ware
9264976,Southern_Miss,Valentino_Rudolph,m,east,https://www.tfrrs.org/athletes/9264976/Southern_Miss/Valentino_Rudolph
8984388,South_Carolina,Josiah_Wrice,m,east,https://www.tfrrs.org/athletes/8984388/South_Carolina/Josiah_Wrice
9007499,Ohio_State,Edidiong_Udo,m,east,https://www.tfrrs.org/athletes/9007499/Ohio_State/Edidiong_Udo
8984385,South_Carolina,Devan_Crumpton,m,east,https://www.tfrrs.org/athletes/8984385/South_Carolina/Devan_Crumpton
9263303,Georgia,Sidi_Njie,m,east,https://www.tfrrs.org/athletes/9263303/Georgia/Sidi_Njie
9009137,Northwestern_St,William__Achee,m,east,https://www.tfrrs.org/athletes/9009137/Northwestern_St/William__Achee
8319070,Columbia,Haydn_Brotschi,m,east,https://www.tfrrs.org/athletes/8319070/Columbia/Haydn_Brotschi
8895742,Penn_State,Jake_Palermo,m,east,https://www.tfrrs.org/athletes/8895742/Penn_State/Jake_Palermo
8992431,LSU,Amal_Glasgow,m,east,https://www.tfrrs.org/athletes/8992431/LSU/Amal_Glasgow
9261954,LSU,Malachi_Austin,m,east,https://www.tfrrs.org/athletes/9261954/LSU/Malachi_Austin
8714517,Purdue,Victory_Achakpoekri,m,east,https://www.tfrrs.org/athletes/8714517/Purdue/Victory_Achakpoekri
9271191,South_Florida,Kelsey_Singleton,m,east,https://www.tfrrs.org/athletes/9271191/South_Florida/Kelsey_Singleton
9249800,Cincinnati,Ade_Lloyd,m,east,https://www.tfrrs.org/athletes/9249800/Cincinnati/Ade_Lloyd
9261955,LSU,Grant__Buckmiller,m,east,https://www.tfrrs.org/athletes/9261955/LSU/Grant__Buckmiller
8708915,Purdue,Zyan_Greene,m,east,https://www.tfrrs.org/athletes/8708915/Purdue/Zyan_Greene
9244845,Alabama,Alexander_Osayemi,m,east,https://www.tfrrs.org/athletes/9244845/Alabama/Alexander_Osayemi
8681436,N_Carolina_AT,Xzaviah_Taylor,m,east,https://www.tfrrs.org/athletes/8681436/N_Carolina_AT/Xzaviah_Taylor
9010789,Florida,Nicholas_Spikes,m,east,https://www.tfrrs.org/athletes/9010789/Florida/Nicholas_Spikes
9257094,Kentucky,Takudzwa__Pahuwa,m,east,https://www.tfrrs.org/athletes/9257094/Kentucky/Takudzwa__Pahuwa
7973952,Northwestern_St,Charlie_Bartholomew,m,east,https://www.tfrrs.org/athletes/7973952/Northwestern_St/Charlie_Bartholomew
9248991,Charleston_Southern,Aden_Price,m,east,https://www.tfrrs.org/athletes/9248991/Charleston_Southern/Aden_Price
8985933,Tennessee,Andre_Jackson_II,m,east,https://www.tfrrs.org/athletes/8985933/Tennessee/Andre_Jackson_II
8675815,South_Carolina,Jasauna_Dennis,m,east,https://www.tfrrs.org/athletes/8675815/South_Carolina/Jasauna_Dennis
8984092,Harvard,Harlow_Tong,m,east,https://www.tfrrs.org/athletes/8984092/Harvard/Harlow_Tong
8705550,Ohio_State,Noah_Carmichael,m,east,https://www.tfrrs.org/athletes/8705550/Ohio_State/Noah_Carmichael
8715628,East_Carolina,Bryson_Miller,m,east,https://www.tfrrs.org/athletes/8715628/East_Carolina/Bryson_Miller
9251096,Virginia_Tech,Nabil_Tezkratt,m,east,https://www.tfrrs.org/athletes/9251096/Virginia_Tech/Nabil_Tezkratt
8700008,South_Florida,Nathan_Metelus,m,east,https://www.tfrrs.org/athletes/8700008/South_Florida/Nathan_Metelus
8359926,LSU,Shakeem_McKay,m,east,https://www.tfrrs.org/athletes/8359926/LSU/Shakeem_McKay
9025416,Ohio_State,Mason_Louis,m,east,https://www.tfrrs.org/athletes/9025416/Ohio_State/Mason_Louis
8669669,Penn,Nayyir_Newash-Campbell,m,east,https://www.tfrrs.org/athletes/8669669/Penn/Nayyir_Newash-Campbell
9264658,Florida_State,Braeden_Ofosu-Kwarteng,m,east,https://www.tfrrs.org/athletes/9264658/Florida_State/Braeden_Ofosu-Kwarteng
9269536,Alabama_AM,Joe_Quez_Keith,m,east,https://www.tfrrs.org/athletes/9269536/Alabama_AM/Joe_Quez_Keith
9238116,Hampton,Jayden_Poteat,m,east,https://www.tfrrs.org/athletes/9238116/Hampton/Jayden_Poteat
8974330,Clemson,Grant__Holliday,m,east,https://www.tfrrs.org/athletes/8974330/Clemson/Grant__Holliday
8326654,North_Carolina,Trevor_Paschall,m,east,https://www.tfrrs.org/athletes/8326654/North_Carolina/Trevor_Paschall
7984928,Miami_FL,Sean_Watkins,m,east,https://www.tfrrs.org/athletes/7984928/Miami_FL/Sean_Watkins
8699530,Alcorn_State,Trellas__Forrest,m,east,https://www.tfrrs.org/athletes/8699530/Alcorn_State/Trellas__Forrest
8599964,North_Carolina_St,Elijah_Dawes,m,east,https://www.tfrrs.org/athletes/8599964/North_Carolina_St/Elijah_Dawes
8894636,N_Carolina_AT,Elijah_Thomas,m,east,https://www.tfrrs.org/athletes/8894636/N_Carolina_AT/Elijah_Thomas
9251728,Mississippi_St,Malachi_Burton,m,east,https://www.tfrrs.org/athletes/9251728/Mississippi_St/Malachi_Burton
7729600,Penn_State,Allon_Clay,m,east,https://www.tfrrs.org/athletes/7729600/Penn_State/Allon_Clay
8585639,Georgetown_DC,Tinoda_Matsatsa,m,east,https://www.tfrrs.org/athletes/8585639/Georgetown_DC/Tinoda_Matsatsa
9226487,Penn_State,Niko_Schultz,m,east,https://www.tfrrs.org/athletes/9226487/Penn_State/Niko_Schultz
8235921,Mississippi_St,Harry_Ross-Hughes_,m,east,https://www.tfrrs.org/athletes/8235921/Mississippi_St/Harry_Ross-Hughes_
7886849,Indiana_IN,Camden__Marshall,m,east,https://www.tfrrs.org/athletes/7886849/Indiana_IN/Camden__Marshall
8592508,Michigan,Camden_Law,m,east,https://www.tfrrs.org/athletes/8592508/Michigan/Camden_Law
8972217,Mississippi,Max__Armstrong,m,east,https://www.tfrrs.org/athletes/8972217/Mississippi/Max__Armstrong
9226486,Penn_State,Andrew_Regnier,m,east,https://www.tfrrs.org/athletes/9226486/Penn_State/Andrew_Regnier
8023572,Mississippi_St,Samuel__Navarro,m,east,https://www.tfrrs.org/athletes/8023572/Mississippi_St/Samuel__Navarro
8019442,Penn_State,Yukichi_Ishii,m,east,https://www.tfrrs.org/athletes/8019442/Penn_State/Yukichi_Ishii
7892552,Louisville,Ryan_Farrell,m,east,https://www.tfrrs.org/athletes/7892552/Louisville/Ryan_Farrell
9279505,Virginia,Samuel_Rodman,m,east,https://www.tfrrs.org/athletes/9279505/Virginia/Samuel_Rodman
7891377,Michigan,Miles_Brown,m,east,https://www.tfrrs.org/athletes/7891377/Michigan/Miles_Brown
8711192,Villanova,Dan_Watcke,m,east,https://www.tfrrs.org/athletes/8711192/Villanova/Dan_Watcke
8900483,Michigan,Brendan_Herger,m,east,https://www.tfrrs.org/athletes/8900483/Michigan/Brendan_Herger
8709978,Florida,Miguel_Pantojas,m,east,https://www.tfrrs.org/athletes/8709978/Florida/Miguel_Pantojas
8235126,Virginia_Tech,Nicholas_Plant,m,east,https://www.tfrrs.org/athletes/8235126/Virginia_Tech/Nicholas_Plant
9244843,Alabama,Kai_Martin,m,east,https://www.tfrrs.org/athletes/9244843/Alabama/Kai_Martin
9251727,Mississippi_St,Keayari_Lee,m,east,https://www.tfrrs.org/athletes/9251727/Mississippi_St/Keayari_Lee
7916232,Virginia_Tech,Christian_Jackson,m,east,https://www.tfrrs.org/athletes/7916232/Virginia_Tech/Christian_Jackson
8592512,Michigan,John_O&#39;Reilly,m,east,https://www.tfrrs.org/athletes/8592512/Michigan/John_O&#39;Reilly
8586752,Samford,Zephaniah_Carico-McLennan,m,east,https://www.tfrrs.org/athletes/8586752/Samford/Zephaniah_Carico-McLennan
8613382,Florida,Gavin_Nelson,m,east,https://www.tfrrs.org/athletes/8613382/Florida/Gavin_Nelson
8919815,Duke,Aden_Bandukwala,m,east,https://www.tfrrs.org/athletes/8919815/Duke/Aden_Bandukwala
8617220,Liberty,Michael_Long,m,east,https://www.tfrrs.org/athletes/8617220/Liberty/Michael_Long
