athlete_id,name,school,gender,pr_600,pr_800,pr_MILE,pr_5K_(XC),pr_6K_(XC),pr_3_MILE_(XC),pr_1500,pr_5000,pr_3000S,pr_8K_(XC),pr_10K_(XC),pr_1000,pr_3000,pr_3K_(XC),pr_60,pr_100,pr_200,pr_300,pr_400,pr_JT,pr_LJ,pr_TJ,"pr_10,000",pr_60H,pr_100H,pr_400H,pr_HJ,pr_SP,pr_PENT,pr_HEP,pr_PV,pr_110H,pr_DT,pr_HT,pr_WT,pr_DEC,pr_5_MILE_(XC),pr_500,pr_5.846K_(XC),pr_5.85K_(XC),pr_600Y,pr_7.8K_(XC),pr_8.057K_(XC),pr_4_MILE_(XC),pr_3.1_MILE_(XC),pr_4.97_MILE_(XC),pr_55,pr_300H,pr_200H,pr_55H,pr_8.53K_(XC),pr_5.2_MILE_(XC),pr_13.1K_(XC),pr_5.31K_(XC),pr_4K_(XC),pr_3.11_MILE_(XC),pr_4.8K_(XC),pr_2000S,pr_7.162K_(XC),pr_4.17K_(XC),pr_3.71_MILE_(XC),pr_3.74_MILE_(XC),pr_8.4K_(XC),pr_3.72_MILE_(XC),pr_3.73_MILE_(XC),pr_8.078K_(XC),pr_5200,pr_7.86K_(XC),pr_5.4K_(XC),pr_5.6K_(XC),pr_4000,pr_1600,pr_3.10728_MILE_(XC),pr_6.3K_(XC),pr_5.868K_(XC),pr_5.5K_(XC),pr_3.12_MILE_(XC),pr_8000,pr_5.926K_(XC),pr_2.49_MILE_(XC),pr_4.66_MILE_(XC),pr_4.66071_MILE_(XC),pr_7K_(XC),pr_8.018K_(XC),pr_3.1068_MILE_(XC),pr_150,pr_40Y,pr_4X100,pr_2.55_MILE_(XC),pr_3.14_MILE_(XC),pr_4.97097_MILE_(XC),pr_5.8K_(XC),pr_4.9_MILE_(XC),pr_8.05K_(XC),pr_3.107_MILE_(XC),pr_2_MILE,pr_3200,pr_4.5_MILE_(XC),pr_5.75K_(XC),pr_4.95_MILE_(XC),pr_2K_(XC),pr_2.5_MILE_(XC),pr_7.08K_(XC),pr_7.2K_(XC),pr_1500S,pr_5.95K_(XC),pr_8.075K_(XC),pr_2_MILE_(XC),pr_4.1K_(XC),pr_2.9_MILE_(XC),pr_4.1_MILE_(XC),pr_6.2_MILE_(XC),pr_7.25K_(XC),pr_800_METERS_(XC),pr_6.2K_(XC),pr_3.10686_MILE_(XC),pr_7.7K_(XC),pr_2000,pr_5.2K_(XC),pr_6.17K_(XC),pr_6.08K_(XC),pr_3.1K_(XC),pr_4.88K_(XC),pr_5.013K_(XC),pr_8.8K_(XC),pr_4.7K_(XC),pr_6.4K_(XC),pr_8.067K_(XC),pr_3.85_MILE_(XC),pr_6.212K_(XC),pr_3.72825_MILE_(XC),pr_8.369K_(XC)
8712997,Lena Gooden,VANDERBILT,f,,,,,,,,,,,,,,,7.53,11.59 (2.1),24.08 (0.8),,,,"6.39m (0.7) 20' 11.75""","12.73m (-0.8) 41' 9.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376942,Antoine Evans,NORTHWESTERN ST.,m,,,,,,,,,,,,,,,6.64,10.34 (1.1),20.90,34.04,49.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979141,Matt Furdyk,MONTANA STATE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.51m 57' 5.5""",,,,,"52.36m 171' 9""","66.77m 219' 1""","19.89m 65' 3.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8979096,Gavin Schaer,ARKANSAS STATE,m,,,,,,,,,,,,2:57.69,,,7.49,,,,,,"6.18m 20' 3.5""",,,9.15,,,"2.02m 6' 7.5""","9.87m 32' 4.75""",,4741,"5.22m 17' 1.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5977704,Ryan Smeeton,OKLAHOMA STATE,,,,4:07.55,15:50.4,,,3:52.50,,8:20.06,23:32.0,29:41.3,2:28.24,8:09.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5:54.69,,,,,25:46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8329050,Joey Gant,PRINCETON,m,,,,,,,,,,,,,,,6.81,10.42 (1.3),20.60 (0.3),34.18,45.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8339400,Chris Preddie,TEXAS STATE,,,,,,,,,,,,,,,,7.04,10.80 (2.0),,,,,"8.01m (-0.5) 26' 3.5""","16.05m (2.2) 52' 8""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362452,Alyssa Heinlein,CAL ST. FULLERTON,f,,2:15.22,,,,,,,,,,,,,7.82,,24.15,,54.66,,,,,,,58.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8972320,Caymen Gebheim,SOUTH DAKOTA ST.,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.75m 54' 11.5""",,,,,"57.95m 190' 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669895,David Walker,NAVY,m,,,,,,,,,,,,,,,7.15,,21.89 (1.0),34.88,48.22,,,,,8.43,,51.62,,,,,,14.90 (2.7),,,,,,1:05.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691208,Yoofi Abaka-Amuah,NEW HAMPSHIRE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.45m 63' 9.75""",,,,,"52.65m 172' 9""","65.03m 213' 4""","21.18m 69' 6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668787,Alex Jensen,COLORADO ST.,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.23m 56' 6.5""",,,,,"56.55m 185' 6""","53.27m 174' 9""","18.10m 59' 4.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7495802,Caleb Cavanaugh,TEXAS,,1:22.34,1:51.78,,,,,,,,,,,,,,,21.59 (-0.1),34.17,46.55,,,,,,,49.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713902,Nathan Nelson,WISCONSIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.23m 17' 1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889759,Sanele Masondo,IOWA STATE,m,,,4:04.61,,,,3:57.38,13:20.12,,22:50.3,29:16.8,,8:05.89,,,,,,,,,,27:54.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8995035,Ayodele Ojo,UTAH STATE,m,,,,,,,,,,,,,,,6.55,9.90 (7.7),20.89 (3.2),36.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7008908,Valery Tobias,TEXAS,,,2:00.31,4:43.97,,,,4:15.32,,,,,2:40.94,10:33.79,,,,,,53.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9271363,Sophia Efetobore,AUBURN,f,,,,,,,,,,,,,,,7.49,11.58 (2.4),23.56 (2.1),,58.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7727870,Mya Lesnar,COLORADO ST.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.60m 64' 3.75""",,,,,"53.62m 175' 11""","63.50m 208' 4""","22.06m 72' 4.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9230696,David Akhalu,IOWA,m,1:19.27,,,,,,,,,,,,,,,,20.94 (1.5),,45.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752970,Trevor Hook,NORTHERN ARIZONA,,,,,,,,,,,,,,,,,,,,,"68.98m 226' 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261262,Jeffery Rogers,OREGON,m,,1:49.06,3:57.29,,,16:16.6,3:36.57,,,24:17.3,,,7:55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308473,Catherine Touchette,HAWAII,f,1:29.86,2:08.23,,,,,,,,,,,,,,,25.38 (0.5),,,"38.64m 126' 9""","5.79m (2.4) 19' 0""",,,9.02,14.22 (3.6),1:00.51,"1.72m 5' 7.75""","10.24m 33' 7.25""",3812,5496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8005701,Jamari Drake,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.86m 6' 1.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7497079,Taylor Beard,ILLINOIS,,,2:36.25,,,,,,,,,,,,,,,26.11 (1.2),,,"29.37m 96' 4""","5.75m (0.5) 18' 10.5""","11.36m 37' 3.25""",,9.37,15.38 (1.3),,"1.88m 6' 2""","9.94m 32' 7.5""",3420,4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351109,Zaeda Houff,HOUSTON,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.20m 36' 9""",,,,,,"58.21m 191' 0""","19.62m 64' 4.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8994331,Jay Louison-Roe,CSUN,m,,,,,,,,,,,,,,,,11.02 (1.6),,,,,"7.07m 23' 2.5""","15.81m (1.7) 51' 10.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317293,Julia Jongejeugd,PRINCETON,f,,2:25.41,,,,,,,,,,,,,7.97,,25.21 (0.6),41.14,,"39.90m 130' 11""","5.94m (-2.2) 19' 6""",,,8.51,13.77 (1.7),,"1.68m 5' 6""","12.84m 42' 1.5""",3994,5457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677864,Mohamed Adoini,GEORGIA,m,,2:00.96,,21:56.3,,,,,,43:20.8,,,,,,,22.13,,46.90,,,,,8.18,,48.75,,,,,,13.79 (2.2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7736277,Micaela De Mello,OREGON,f,,,,,,,,,,,,,,,7.43,11.66 (2.5),23.89 (+0.0),40.62,,,,,,8.00,12.63 (4.9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8339841,T'Mars Mccallum,TENNESSEE,m,,,,,,,,,,,,,,,6.59,9.94 (2.0),19.83 (1.4),,47.84,,"7.11m 23' 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700011,Darian Mills,SOUTH FLORIDA,m,,,,,,,,,,,,,,,7.03,10.73 (2.9),21.90 (0.8),,48.06,,"6.22m (+0.0) 20' 5""",,,8.07,,50.65,,,,,,13.98 (4.9),,,,,,1:03.85,,,1:13.83,,,,,,,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8998892,Brianna Clayton,EAST CAROLINA,f,,,,,,,,,,,,,,,7.35,11.52 (2.0),22.90 (4.2),38.70,53.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175549,Desirae Riehle,KANSAS STATE,f,,,,,,,,,,,,,,,,,24.20 (1.7),,52.24,,,,,,,,,,,,,,,,,,,,,,1:22.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267872,Tatum Lynn,OHIO STATE,f,1:33.61,,,,,,,,,,,,,,,,,,56.01,,,,,,,57.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7975973,Lia Katoa,BYU,f,,,,,,,,,,,,,,,,,,,,"35.91m 117' 10""",,,,,,,,"13.43m 44' 0.75""",,,,,"52.04m 170' 9""","59.70m 195' 10""","17.60m 57' 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711250,Elena Schwegman,RICE,f,,,,,,,,,,,,,,,,,,,,"48.86m 160' 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8977899,Olaolu Olatunde,IOWA,m,,,,,,,,,,,,,,,6.67,9.95 (4.0),20.39 (1.9),,50.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7529036,Samantha Kunza,SAINT LOUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.82m 35' 6""",,,,,,"65.93m 216' 4""","20.33m 66' 8.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8588210,Cha'Iel Johnson,KENTUCKY,f,1:28.85,2:07.35,,,,,,,,,,,,,,,,,53.16,,,,,,,,,,,,,,,,,,,,,,1:21.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9001090,Emmanuel Njoku,IOWA,m,,,,,,,,,,,,,,,,,,,,,"7.95m (3.3) 26' 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9279495,Brett Gardner,VIRGINIA,m,,1:50.05,,,,,,13:41.99,8:31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671725,Deshana Skeete,KANSAS,f,,,,,,,,,,,,,,,,12.35 (-1.0),23.38,,51.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699141,Jenna Gallaway,USC,f,,,,,,,,,,,,,,,,,,,,"23.90m 78' 5""",,,,,,,,"9.28m 30' 5.5""",,,"2.20m 7' 2.5""",,"42.04m 137' 11""","59.99m 196' 10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304283,Rheinhardt Harrison,NORTHERN ARIZONA,m,,1:46.93,3:54.74,,,,3:36.28,13:45.77,,24:27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891943,Leane Willemse,WISCONSIN,f,,,4:42.68,18:14.5,19:42.8,,4:24.45,15:47.05,,,,,9:04.77,,,,,,,,,,33:28.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8986530,James Ledbetter,NEBRASKA,m,1:17.98,,,,,,,,,,,,,,,,,,47.69,,,,,,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320676,Chinemerem Iwuagwu,DRAKE,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.11m 197' 2""","19.97m 65' 6.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8998484,Faith Franklin,VANDERBILT,f,,,,,,,,,,,,,,,,,,,52.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362405,Christopher Goode,CAL ST. FULLERTON,m,,1:55.52,,,,,,,,,,,,,7.12,10.89 (2.3),21.52 (2.2),,46.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7548030,Ayele Gerken,MISSOURI,,,,,,,,,,,,,,,,7.70,,,,,,"6.48m (0.3) 21' 3.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345326,Iyana Johnson,SOUTH ALABAMA,f,,,,,,,,,,,,,,,,,,,,,,"12.58m (0.3) 41' 3.25""",,,,,,"13.31m 43' 8""",,,,,,"60.80m 199' 6""","18.29m 60' 0.25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691988,Abby Venhaus,EASTERN ILLINOIS,f,,,,,,,,,,,,,,,7.58,11.62 (3.1),24.48,,,,"6.28m (2.6) 20' 7.25""","12.44m (3.8) 40' 9.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982089,Elijah Limo,MISSOURI,m,,,4:09.91,,,,3:54.43,14:05.11,8:36.22,23:13.0,30:53.4,,8:07.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8236839,Garrett Kaalund,USC,m,,,,,,,,,,,,,,,6.61,9.90 (2.8),19.85 (1.1),32.10,44.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713328,Sarah Omoregie,VANDERBILT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.79m 58' 4.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8974466,Dalton Boisseau,INDIANA,m,,,,,,,,,,,,,,,,,,,,"66.20m 217' 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237515,Edward Bocock,RICE,m,,1:52.17,,,,,,,,,,,,,,,,,,,"6.91m 22' 8""","14.34m 47' 0.75""",,,,51.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7535795,Koi Johnson,BAYLOR,,,,,,,,,,,,,,,,,12.11 (1.1),,,,,"6.27m (1.2) 20' 7""","13.47m (5.5) 44' 2.5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7530597,"Shaun Miller, Jr.",OREGON,,,,,,,,,,,,,,,,,,21.85 (4.5),,,,"6.91m (-0.8) 22' 8""",,,,,,"2.23m 7' 3.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8257716,Matthew Forrester,BUTLER,m,,,,,,,,13:30.40,8:49.49,23:03.8,29:52.6,,8:02.62,,,,,,,,,,28:55.93,,,,,,,,,,,,,,23:52.6,,,,,,,,,,,,,,25:09.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921580,Cary Drake,NORTHWESTERN,f,,,4:46.80,,20:50.5,,,16:30.35,10:04.15,,,,9:31.94,10:36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729878,Jackson Marseille,ILLINOIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.18m 7' 1.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000802,Mariana Pestana,VIRGINIA TECH,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66.98m 219' 9""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8233007,Zoie Dundon,MINNESOTA,f,1:31.80,2:01.42,4:31.92,18:02.9,20:49.8,,4:13.50,,9:52.46,,,2:52.73,9:43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8987858,Jake Welch,ILLINOIS STATE,m,1:18.48,,,,,,,,,,,,,,7.13,10.54 (3.9),21.57 (0.9),34.27,46.87,,,,,,,,,,,,,,,,,,,1:03.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8015717,John Bruder,TENNESSEE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.00m 62' 4""",,,,,"39.30m 128' 11""",,"11.12m 36' 5.75""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
